segment_id,road_type,length_km,travel_time_minutes,rainfall_mm,hazard_score,elevation_meters,historical_flood_exposure,drainage_pressure,is_disrupted
syn-road-0335,secondary,2.43,8.0,71.2,0.55,-0.6,0.3,0.69,1
syn-road-0336,local,7.71,25.9,239.9,0.57,10.3,0.45,0.86,1
syn-road-0337,secondary,11.4,25.9,84.6,0.47,8.2,0.79,0.55,0
syn-road-0338,secondary,11.77,25.1,111.0,0.6,-0.9,0.25,0.8,1
syn-road-0339,local,3.73,15.1,81.6,0.5,5.7,0.58,0.61,0
syn-road-0340,secondary,8.62,20.7,156.6,0.44,16.1,0.27,0.38,0
syn-road-0341,local,9.52,28.2,226.0,0.82,2.3,0.56,0.9,1
syn-road-0342,local,14.12,46.0,81.6,0.46,2.6,0.0,0.69,0
syn-road-0343,arterial,14.04,17.1,180.0,0.58,11.6,0.48,0.65,0
syn-road-0344,primary,2.61,6.1,178.2,0.44,8.9,0.01,0.72,0
syn-road-0345,primary,14.23,24.9,159.2,0.62,7.5,0.85,0.59,1
syn-road-0346,primary,10.14,19.3,159.0,0.5,13.8,0.36,0.56,0
syn-road-0347,primary,5.36,8.3,142.3,0.53,5.7,0.12,0.71,1
syn-road-0348,local,2.27,5.5,59.1,0.46,7.6,0.51,0.44,0
syn-road-0349,primary,5.29,11.8,102.0,0.54,0.5,0.51,0.71,0
syn-road-0350,primary,11.87,20.0,145.0,0.65,0.3,0.06,0.67,1
syn-road-0351,arterial,14.5,17.1,156.0,0.46,16.9,0.47,0.44,0
syn-road-0352,arterial,3.16,3.1,143.4,0.7,2.8,0.39,0.67,0
syn-road-0353,primary,3.24,6.7,189.3,0.33,15.7,0.18,0.48,0
syn-road-0354,local,13.5,43.9,85.3,0.32,13.9,0.57,0.28,1
syn-road-0355,local,11.86,36.0,69.3,0.52,2.0,0.07,0.49,1
syn-road-0356,secondary,13.78,31.1,75.4,0.12,19.1,0.17,0.2,0
syn-road-0357,arterial,0.74,1.6,88.7,0.2,19.7,0.4,0.21,0
syn-road-0358,primary,13.34,22.2,89.0,0.52,5.2,0.07,0.56,1
syn-road-0359,arterial,8.94,10.1,218.5,0.57,16.9,0.62,0.41,1
syn-road-0360,secondary,13.25,29.5,141.2,0.63,4.2,0.03,0.61,0
syn-road-0361,primary,5.34,8.3,139.7,0.56,2.6,0.05,0.75,1
syn-road-0362,primary,5.86,9.2,176.6,0.59,5.4,0.63,0.62,0
syn-road-0363,primary,6.46,14.1,166.6,0.56,17.0,0.81,0.34,0
syn-road-0364,secondary,6.19,13.2,130.0,0.62,4.2,0.4,0.61,0
syn-road-0365,primary,11.53,17.7,96.6,0.64,6.7,0.79,0.5,0
syn-road-0366,secondary,4.79,8.7,226.4,0.67,6.5,0.5,0.79,1
syn-road-0367,local,11.75,37.8,71.7,0.68,-0.3,0.84,0.54,1
syn-road-0368,secondary,13.14,26.7,57.4,0.4,8.0,0.22,0.4,1
syn-road-0369,local,8.92,28.4,146.9,0.55,9.2,0.38,0.52,1
syn-road-0370,primary,4.91,9.3,50.7,0.29,10.0,0.0,0.34,0
syn-road-0371,arterial,10.39,12.5,197.8,0.8,2.6,0.8,0.98,1
syn-road-0372,secondary,2.63,6.8,197.4,0.6,4.0,0.17,0.91,0
syn-road-0373,local,4.36,13.8,203.7,0.62,8.4,0.84,0.76,1
syn-road-0374,secondary,14.14,30.4,157.1,0.49,12.0,0.63,0.6,0
syn-road-0375,local,6.38,23.4,83.5,0.36,17.0,0.9,0.23,0
syn-road-0376,arterial,7.43,12.6,121.3,0.36,10.5,0.35,0.53,0
syn-road-0377,secondary,9.4,23.6,221.4,0.56,8.5,0.3,0.62,0
syn-road-0378,secondary,12.83,30.5,218.4,0.42,12.3,0.06,0.67,0
syn-road-0379,local,6.68,23.8,197.4,0.75,8.4,0.94,0.75,1
syn-road-0380,secondary,4.13,11.0,219.9,0.38,16.6,0.18,0.61,1
syn-road-0381,primary,4.74,10.2,119.8,0.39,15.9,0.91,0.38,0
syn-road-0382,secondary,14.62,31.0,67.6,0.59,0.7,0.53,0.68,0
syn-road-0383,primary,11.59,17.9,162.5,0.76,4.3,0.91,0.76,0
syn-road-0384,secondary,11.23,23.4,199.2,0.68,13.2,0.68,0.48,1
syn-road-0385,arterial,12.75,15.6,158.0,0.28,18.6,0.37,0.34,0
syn-road-0386,arterial,4.51,9.2,178.8,0.77,3.8,0.72,0.77,1
syn-road-0387,secondary,6.49,12.4,89.5,0.34,13.7,0.65,0.32,1
syn-road-0388,arterial,1.12,4.9,178.7,0.84,0.8,0.76,0.9,1
syn-road-0389,local,7.08,23.3,119.1,0.55,10.2,0.39,0.48,0
syn-road-0390,local,8.74,27.2,104.4,0.16,18.4,0.04,0.29,0
syn-road-0391,primary,4.19,6.3,96.5,0.43,14.8,0.82,0.33,0
syn-road-0392,local,12.74,36.6,217.1,0.56,17.8,0.73,0.52,1
syn-road-0393,primary,8.48,14.7,105.8,0.49,11.8,0.62,0.33,0
syn-road-0394,primary,14.35,22.6,77.1,0.26,18.0,0.6,0.2,0
syn-road-0395,local,14.35,47.0,61.4,0.23,18.2,0.59,0.18,1
syn-road-0396,local,5.35,18.4,186.2,0.94,0.1,0.89,0.94,1
syn-road-0397,local,6.78,24.2,152.9,0.7,3.9,0.38,0.69,1
syn-road-0398,arterial,0.51,1.0,88.8,0.56,7.6,0.66,0.44,1
syn-road-0399,local,3.47,10.4,215.3,0.42,16.2,0.03,0.5,0
syn-road-0400,secondary,14.99,35.0,240.5,0.49,17.6,0.65,0.56,0
syn-road-0401,secondary,12.9,27.0,131.5,0.52,13.7,0.73,0.39,0
syn-road-0402,arterial,6.24,7.5,125.1,0.4,14.5,0.43,0.34,0
syn-road-0403,secondary,9.23,17.5,245.9,0.68,16.7,0.82,0.68,1
syn-road-0404,secondary,5.24,13.7,213.0,0.4,17.1,0.3,0.44,1
syn-road-0405,arterial,1.17,1.5,219.4,0.79,7.3,0.96,0.64,1
syn-road-0406,arterial,8.35,14.7,195.4,0.55,7.5,0.13,0.6,1
syn-road-0407,arterial,2.41,1.0,212.0,0.51,16.6,0.12,0.44,0
syn-road-0408,arterial,4.03,6.0,105.2,0.32,18.6,0.66,0.28,0
syn-road-0409,arterial,1.62,4.2,103.5,0.64,3.1,0.53,0.74,1
syn-road-0410,arterial,7.71,10.5,213.0,0.67,14.2,0.63,0.65,1
syn-road-0411,secondary,7.54,16.3,109.1,0.47,10.9,0.45,0.38,1
syn-road-0412,primary,12.14,21.2,124.4,0.28,19.0,0.23,0.27,1
syn-road-0413,secondary,12.13,24.6,151.1,0.43,12.0,0.65,0.51,0
syn-road-0414,local,4.06,14.3,210.3,0.7,11.1,0.91,0.62,0
syn-road-0415,primary,14.13,25.1,224.2,0.76,0.4,0.58,0.75,0
syn-road-0416,local,4.78,15.1,242.1,0.72,11.4,0.9,0.65,0
syn-road-0417,secondary,1.89,6.3,196.8,0.46,13.0,0.42,0.62,1
syn-road-0418,secondary,3.67,6.6,135.1,0.57,14.8,0.8,0.34,0
syn-road-0419,secondary,10.22,22.5,77.8,0.32,14.4,0.88,0.35,1
syn-road-0420,arterial,3.21,4.9,77.0,0.1,18.3,0.19,0.18,0
syn-road-0421,secondary,7.88,18.2,64.4,0.53,10.2,0.99,0.39,0
syn-road-0422,primary,11.39,18.3,143.9,0.49,14.0,0.63,0.39,0
syn-road-0423,arterial,11.55,18.8,72.4,0.57,7.5,0.84,0.43,1
syn-road-0424,arterial,2.61,7.7,121.6,0.4,5.3,0.04,0.52,1
syn-road-0425,local,7.6,25.0,220.2,0.62,4.4,0.32,0.77,1
syn-road-0426,primary,3.34,6.0,227.5,0.72,4.5,0.16,0.84,1
syn-road-0427,local,8.64,28.7,106.6,0.44,2.6,0.03,0.74,1
syn-road-0428,primary,3.42,4.1,152.9,0.6,5.9,0.56,0.55,0
syn-road-0429,arterial,4.89,4.2,80.5,0.66,1.1,0.91,0.71,1
syn-road-0430,local,9.43,32.1,193.2,0.59,14.7,0.47,0.58,0
syn-road-0431,primary,7.84,14.2,140.1,0.67,3.7,0.77,0.66,0
syn-road-0432,primary,14.33,20.4,62.6,0.55,0.8,0.2,0.54,1
syn-road-0433,local,8.52,29.4,115.8,0.18,19.6,0.23,0.29,0
syn-road-0434,primary,5.59,12.7,133.1,0.25,18.6,0.41,0.36,1
syn-road-0435,primary,6.79,9.0,144.8,0.48,15.7,0.52,0.41,0
syn-road-0436,secondary,7.86,14.0,239.5,0.51,19.6,0.81,0.5,0
syn-road-0437,arterial,10.18,13.7,60.3,0.38,5.4,0.26,0.48,0
syn-road-0438,primary,12.12,17.6,93.8,0.37,19.4,0.97,0.19,0
syn-road-0439,local,13.67,39.6,221.3,0.46,17.2,0.73,0.51,0
syn-road-0440,primary,7.02,11.0,234.8,0.49,15.8,0.38,0.47,1
syn-road-0441,primary,5.46,6.7,115.4,0.35,13.1,0.37,0.36,0
syn-road-0442,local,9.72,33.4,168.9,0.55,15.2,0.88,0.37,1
syn-road-0443,arterial,6.74,10.8,85.4,0.38,17.9,0.87,0.19,0
syn-road-0444,secondary,13.89,28.9,125.4,0.45,18.8,0.72,0.26,1
syn-road-0445,secondary,11.13,25.3,231.2,0.41,17.9,0.01,0.42,0
syn-road-0446,secondary,4.08,6.8,158.8,0.47,17.3,0.63,0.43,0
syn-road-0447,secondary,13.32,26.7,117.7,0.37,8.8,0.35,0.54,0
syn-road-0448,local,8.55,28.5,242.6,0.7,4.0,0.08,0.71,1
syn-road-0449,arterial,7.91,10.4,101.0,0.53,1.2,0.41,0.69,0
syn-road-0450,secondary,12.63,23.8,227.6,0.97,2.8,0.93,0.74,1
syn-road-0451,secondary,7.16,17.9,81.2,0.62,8.8,0.95,0.47,0
syn-road-0452,primary,3.74,8.2,187.7,0.4,19.2,0.87,0.36,1
syn-road-0453,secondary,13.72,29.5,164.9,0.4,17.1,0.75,0.34,0
syn-road-0454,arterial,11.85,12.8,195.6,0.71,7.7,0.73,0.76,0
syn-road-0455,primary,3.71,8.8,73.1,0.5,6.3,0.83,0.47,0
syn-road-0456,local,8.22,24.4,62.1,0.56,-0.3,0.05,0.68,1
syn-road-0457,local,12.28,38.5,83.6,0.51,5.3,0.89,0.49,0
syn-road-0458,secondary,0.72,1.0,97.1,0.57,8.0,0.99,0.41,1
syn-road-0459,primary,10.69,19.1,190.9,0.73,8.7,0.89,0.6,1
syn-road-0460,local,10.41,31.1,86.1,0.22,15.3,0.27,0.32,1
syn-road-0461,local,14.81,48.7,193.3,0.56,13.5,0.48,0.48,1
syn-road-0462,local,10.04,28.9,88.7,0.32,17.8,0.68,0.27,0
syn-road-0463,primary,11.28,21.8,157.6,0.59,6.2,0.77,0.72,0
syn-road-0464,arterial,6.99,7.8,223.5,0.79,-0.3,0.27,1.0,1
syn-road-0465,arterial,14.0,21.3,82.6,0.3,16.0,0.88,0.25,1
syn-road-0466,secondary,7.93,17.8,91.1,0.31,16.4,0.58,0.31,1
syn-road-0467,arterial,2.62,4.4,238.0,0.83,4.7,0.5,0.9,1
syn-road-0468,secondary,12.46,24.8,165.0,0.49,12.8,0.73,0.54,1
syn-road-0469,arterial,8.66,15.3,150.5,0.78,0.6,0.85,0.71,1
syn-road-0470,primary,6.83,13.7,188.0,0.42,16.5,0.27,0.43,1
syn-road-0471,local,9.94,30.6,118.4,0.28,19.8,0.87,0.2,0
syn-road-0472,local,13.25,38.6,240.4,0.55,18.8,0.78,0.59,0
syn-road-0473,secondary,13.04,25.9,121.2,0.5,10.1,0.25,0.49,1
syn-road-0474,local,4.07,15.4,133.4,0.89,-0.7,0.96,0.89,1
syn-road-0475,arterial,5.78,8.2,155.1,0.62,7.3,0.35,0.63,0
syn-road-0476,primary,12.26,22.5,189.8,0.79,2.4,0.38,0.96,0
syn-road-0477,primary,12.08,20.8,161.8,0.67,2.2,0.44,0.85,0
syn-road-0478,arterial,14.23,16.0,205.5,0.64,14.3,0.88,0.66,0
syn-road-0479,arterial,5.75,6.6,125.6,0.54,9.1,0.35,0.42,0
syn-road-0480,secondary,4.25,7.1,73.0,0.48,7.2,0.47,0.54,0
syn-road-0481,secondary,10.98,21.8,61.4,0.65,3.9,0.97,0.59,1
syn-road-0482,arterial,11.58,15.5,190.7,0.57,12.2,0.3,0.65,1
syn-road-0483,local,10.5,36.4,224.8,0.62,4.4,0.27,0.98,1
syn-road-0484,local,4.11,13.6,191.4,0.55,8.8,0.34,0.68,0
syn-road-0485,local,14.72,47.2,222.4,0.59,14.2,0.74,0.5,0
syn-road-0486,local,3.94,12.4,231.7,0.62,4.0,0.21,0.79,1
syn-road-0487,local,10.43,35.2,125.3,0.58,1.7,0.08,0.81,1
syn-road-0488,primary,14.12,22.2,64.8,0.53,0.9,0.49,0.72,1
syn-road-0489,local,7.17,23.5,100.7,0.38,9.2,0.19,0.47,1
syn-road-0490,secondary,8.08,18.2,237.7,0.66,11.6,0.7,0.63,0
syn-road-0491,arterial,10.99,12.4,119.6,0.44,7.2,0.13,0.66,0
syn-road-0492,primary,3.53,6.5,180.4,0.58,6.5,0.61,0.73,0
syn-road-0493,local,9.28,32.3,158.8,0.7,3.0,0.32,0.75,1
syn-road-0494,primary,6.47,10.9,159.5,0.32,19.3,0.04,0.31,0
syn-road-0495,secondary,12.39,25.3,232.6,0.71,2.8,0.29,0.92,1
syn-road-0496,primary,1.3,5.1,215.7,0.93,-0.7,0.63,0.83,1
syn-road-0497,primary,9.83,19.1,146.3,0.66,9.5,0.85,0.62,1
syn-road-0498,secondary,7.38,18.6,197.4,0.87,-0.4,0.5,0.96,1
syn-road-0499,arterial,14.11,18.6,240.9,0.77,12.7,0.84,0.7,0
syn-road-0500,local,1.56,5.5,144.3,0.58,6.5,0.34,0.6,1
syn-road-0501,local,10.66,31.0,234.0,0.78,4.0,0.08,0.71,1
syn-road-0502,local,2.47,10.5,67.6,0.13,17.4,0.2,0.19,0
syn-road-0503,secondary,8.34,19.2,140.0,0.46,7.2,0.45,0.6,1
syn-road-0504,primary,1.12,1.0,67.4,0.15,19.2,0.18,0.18,0
syn-road-0505,local,2.09,7.4,204.1,0.41,17.9,0.57,0.44,0
syn-road-0506,secondary,6.86,14.9,232.4,0.48,15.9,0.17,0.46,1
syn-road-0507,secondary,11.62,23.7,177.1,0.69,3.9,0.12,0.74,0
syn-road-0508,primary,6.16,12.1,248.9,0.66,9.8,0.66,0.81,1
syn-road-0509,local,12.04,40.8,162.6,0.49,8.4,0.41,0.54,0
syn-road-0510,local,10.25,29.8,222.1,0.51,16.0,0.69,0.58,1
syn-road-0511,local,3.75,12.9,57.0,0.29,13.2,0.36,0.27,0
syn-road-0512,local,0.69,6.7,191.0,0.52,10.2,0.36,0.7,0
syn-road-0513,local,11.49,35.9,143.1,0.45,17.3,0.84,0.3,1
syn-road-0514,primary,14.08,19.6,164.8,0.45,9.7,0.12,0.65,0
syn-road-0515,primary,6.05,13.4,214.5,0.45,14.0,0.02,0.53,0
syn-road-0516,primary,7.35,15.7,145.8,0.34,18.8,0.73,0.31,0
syn-road-0517,primary,9.07,14.1,187.7,0.42,18.3,0.21,0.43,1
syn-road-0518,secondary,11.38,21.5,180.3,0.35,16.8,0.44,0.52,1
syn-road-0519,local,3.66,11.6,79.1,0.6,1.6,0.18,0.61,1
syn-road-0520,arterial,12.29,13.0,226.7,0.7,10.3,0.78,0.76,1
syn-road-0521,local,0.96,7.4,187.4,0.48,13.1,0.66,0.55,0
syn-road-0522,secondary,9.76,22.2,104.5,0.42,17.2,0.74,0.32,0
syn-road-0523,local,12.26,40.3,226.8,0.69,9.1,0.12,0.67,1
syn-road-0524,arterial,2.39,7.7,162.2,0.41,18.3,1.0,0.42,0
syn-road-0525,local,7.84,24.5,173.5,0.49,7.8,0.22,0.69,1
syn-road-0526,primary,5.4,11.2,171.0,0.67,3.3,0.35,0.82,1
syn-road-0527,local,9.33,32.5,246.8,0.73,6.9,0.87,0.7,1
syn-road-0528,local,6.73,20.5,145.4,0.69,0.3,0.59,0.75,0
syn-road-0529,local,11.17,36.9,135.0,0.49,7.3,0.37,0.47,1
syn-road-0530,secondary,10.81,19.6,228.3,0.43,20.0,0.82,0.47,0
syn-road-0531,arterial,2.37,1.0,205.0,0.65,16.5,0.96,0.59,1
syn-road-0532,secondary,10.54,19.5,58.2,0.33,3.7,0.02,0.45,1
syn-road-0533,secondary,6.46,16.1,242.3,0.43,17.1,0.42,0.48,0
syn-road-0534,secondary,10.8,22.6,87.8,0.61,5.6,0.62,0.54,1
syn-road-0535,primary,4.99,8.0,189.9,0.63,7.1,0.6,0.58,1
syn-road-0536,primary,12.67,19.8,128.1,0.63,9.4,0.91,0.45,1
syn-road-0537,primary,6.46,11.0,140.0,0.36,11.8,0.33,0.43,0
syn-road-0538,arterial,9.19,13.3,105.0,0.61,1.3,0.41,0.79,1
syn-road-0539,arterial,8.69,15.4,83.4,0.62,3.5,0.68,0.58,1
syn-road-0540,secondary,4.14,7.5,120.1,0.32,17.3,0.41,0.32,0
syn-road-0541,local,11.13,32.4,82.4,0.41,13.1,0.28,0.36,0
syn-road-0542,secondary,6.44,15.0,207.9,0.6,10.9,0.58,0.69,1
syn-road-0543,primary,11.82,18.5,243.7,0.66,8.7,0.28,0.92,1
syn-road-0544,local,7.1,25.2,56.5,0.46,12.4,0.9,0.32,1
syn-road-0545,arterial,6.57,11.9,158.1,0.51,13.2,0.72,0.56,0
syn-road-0546,primary,11.33,17.3,208.9,0.68,15.5,0.96,0.5,1
syn-road-0547,arterial,9.67,11.7,110.0,0.31,16.7,0.86,0.26,0
syn-road-0548,secondary,2.67,5.6,139.0,0.59,5.3,0.33,0.67,1
syn-road-0549,local,11.72,36.8,170.3,0.7,8.3,0.58,0.76,1
syn-road-0550,local,4.72,13.9,53.0,0.18,16.0,0.49,0.2,0
syn-road-0551,arterial,3.02,4.0,103.8,0.51,5.0,0.29,0.57,1
syn-road-0552,local,13.22,39.7,180.5,0.53,15.8,0.34,0.54,1
syn-road-0553,secondary,9.22,21.7,242.1,0.37,18.7,0.26,0.57,1
syn-road-0554,primary,1.6,3.8,227.9,0.64,15.4,0.5,0.66,0
syn-road-0555,local,12.38,40.8,201.5,0.54,12.6,0.13,0.63,1
syn-road-0556,primary,13.96,23.3,207.4,0.62,19.8,0.98,0.44,1
syn-road-0557,local,11.06,35.3,198.8,0.39,16.9,0.38,0.43,0
syn-road-0558,local,1.68,5.7,178.6,0.51,12.2,0.47,0.47,0
syn-road-0559,arterial,2.46,5.2,124.5,0.55,4.1,0.25,0.55,0
syn-road-0560,arterial,9.61,12.0,180.3,0.45,11.6,0.17,0.56,1
syn-road-0561,secondary,6.69,16.0,145.3,0.44,16.7,0.86,0.39,0
syn-road-0562,primary,3.43,3.2,234.0,0.69,7.7,0.42,0.77,1
syn-road-0563,primary,1.38,1.8,50.0,0.34,12.0,0.63,0.35,0
syn-road-0564,local,11.78,34.4,208.8,0.64,7.3,0.65,0.87,0
syn-road-0565,local,14.28,47.4,79.0,0.45,12.2,0.42,0.33,0
syn-road-0566,secondary,2.75,4.9,157.2,0.33,17.0,0.02,0.45,0
syn-road-0567,secondary,9.44,22.3,142.8,0.65,7.3,0.83,0.54,0
syn-road-0568,primary,13.78,20.9,133.9,0.42,11.4,0.49,0.45,0
syn-road-0569,local,14.77,46.3,207.4,0.57,15.9,0.51,0.44,0
syn-road-0570,arterial,6.63,11.0,108.2,0.35,9.6,0.09,0.44,1
syn-road-0571,arterial,9.77,14.3,52.6,0.77,-1.0,1.0,0.51,1
syn-road-0572,primary,0.59,4.0,224.1,0.57,9.5,0.44,0.68,0
syn-road-0573,arterial,8.84,11.3,64.4,0.36,10.7,0.49,0.33,1
syn-road-0574,arterial,6.13,6.6,193.3,0.75,3.3,0.6,0.85,1
syn-road-0575,local,13.73,46.0,137.2,0.67,0.5,0.24,0.77,0
syn-road-0576,arterial,8.44,11.0,205.0,0.81,4.1,0.6,0.65,1
syn-road-0577,arterial,5.04,9.6,50.4,0.51,-0.2,0.03,0.66,1
syn-road-0578,arterial,4.56,5.5,146.7,0.52,11.2,0.49,0.5,1
syn-road-0579,secondary,0.64,5.6,63.7,0.43,7.5,0.01,0.45,1
syn-road-0580,local,6.62,19.0,191.2,0.74,11.1,0.97,0.57,1
syn-road-0581,local,13.78,45.4,189.3,0.71,7.3,0.61,0.78,0
syn-road-0582,primary,14.28,24.9,162.5,0.47,17.3,0.51,0.33,0
syn-road-0583,secondary,10.32,20.5,176.5,0.52,16.3,0.61,0.52,0
syn-road-0584,local,3.52,11.3,143.1,0.55,14.5,0.93,0.42,0
syn-road-0585,primary,14.51,23.7,199.3,0.73,0.1,0.52,0.75,1
syn-road-0586,secondary,9.04,20.1,228.8,0.68,14.1,0.72,0.65,1
syn-road-0587,local,3.16,10.9,249.6,0.71,6.1,0.05,0.86,1
syn-road-0588,secondary,4.7,8.2,189.4,0.72,1.2,0.62,0.81,0
syn-road-0589,arterial,3.73,9.3,215.6,0.66,12.4,0.75,0.65,0
syn-road-0590,primary,0.57,2.1,222.1,0.82,1.6,0.7,0.84,1
syn-road-0591,arterial,5.01,4.2,231.8,0.87,0.7,0.41,0.98,1
syn-road-0592,local,5.94,22.5,230.2,0.51,17.0,0.86,0.58,0
syn-road-0593,secondary,12.73,30.3,79.5,0.56,7.2,0.54,0.49,0
syn-road-0594,arterial,12.72,19.9,126.6,0.66,10.5,0.95,0.58,0
syn-road-0595,arterial,14.18,22.0,216.8,0.85,1.9,0.77,0.93,0
syn-road-0596,local,5.87,19.4,184.6,0.8,3.3,0.96,0.8,1
syn-road-0597,secondary,1.75,7.6,165.1,0.45,10.5,0.12,0.65,0
syn-road-0598,secondary,13.48,31.6,128.1,0.61,-0.3,0.37,0.64,1
syn-road-0599,arterial,13.49,18.1,227.4,0.58,9.3,0.39,0.83,1
syn-road-0600,primary,2.61,8.6,135.5,0.57,5.0,0.43,0.56,0
syn-road-0601,local,3.7,13.1,248.2,0.6,13.2,0.35,0.7,1
syn-road-0602,local,14.99,48.3,63.3,0.56,4.0,0.58,0.49,1
syn-road-0603,primary,12.55,18.6,140.1,0.42,18.7,0.71,0.3,1
syn-road-0604,arterial,2.22,6.2,231.3,0.55,15.1,0.13,0.48,0
syn-road-0605,arterial,5.56,10.4,86.1,0.36,8.6,0.4,0.42,1
syn-road-0606,primary,0.73,1.0,58.8,0.11,17.7,0.08,0.2,0
syn-road-0607,secondary,2.9,10.3,101.2,0.41,13.3,0.4,0.36,0
syn-road-0608,arterial,7.81,11.5,95.2,0.37,9.2,0.31,0.48,0
syn-road-0609,arterial,1.34,5.0,165.1,0.46,11.5,0.66,0.59,0
syn-road-0610,secondary,4.21,7.2,52.9,0.44,5.9,0.72,0.39,1
syn-road-0611,primary,3.05,3.5,163.0,0.56,10.8,0.15,0.56,1
syn-road-0612,primary,2.35,3.2,140.0,0.53,7.8,0.34,0.59,1
syn-road-0613,local,1.66,9.8,194.2,0.77,4.6,0.49,0.78,1
syn-road-0614,secondary,4.68,12.7,83.6,0.17,15.5,0.12,0.3,0
syn-road-0615,secondary,1.17,1.0,187.2,0.66,4.0,0.42,0.92,1
syn-road-0616,arterial,14.18,16.3,60.0,0.33,19.7,0.92,0.1,0
syn-road-0617,secondary,5.02,8.8,131.2,0.49,5.6,0.44,0.66,0
syn-road-0618,secondary,10.87,23.6,80.4,0.65,0.7,0.63,0.7,0
syn-road-0619,secondary,7.78,19.7,110.1,0.43,8.9,0.39,0.59,0
syn-road-0620,primary,11.48,16.4,110.0,0.64,3.3,0.55,0.57,1
syn-road-0621,arterial,9.02,10.9,111.7,0.37,15.5,0.99,0.36,1
syn-road-0622,local,8.66,27.8,234.2,0.85,1.5,0.93,1.0,1
syn-road-0623,arterial,8.38,14.6,223.0,0.73,3.8,0.37,0.86,1
syn-road-0624,primary,6.1,14.1,148.0,0.58,6.2,0.53,0.72,1
syn-road-0625,local,13.38,40.1,191.5,0.55,9.9,0.43,0.57,1
syn-road-0626,local,14.87,45.0,60.7,0.32,9.9,0.2,0.3,0
syn-road-0627,arterial,14.64,21.1,166.3,0.31,19.2,0.54,0.4,0
syn-road-0628,secondary,4.14,10.4,52.8,0.47,-0.4,0.1,0.72,1
syn-road-0629,local,5.1,16.7,64.1,0.27,9.6,0.0,0.42,0
syn-road-0630,arterial,9.36,14.0,156.6,0.63,2.9,0.17,0.78,0
syn-road-0631,local,12.42,41.2,95.8,0.59,7.7,0.74,0.48,1
syn-road-0632,primary,5.85,13.5,75.3,0.5,4.7,0.51,0.49,0
syn-road-0633,local,8.67,25.0,228.4,0.52,8.5,0.11,0.77,0
syn-road-0634,secondary,11.37,22.4,69.1,0.46,0.3,0.01,0.72,1
syn-road-0635,secondary,4.85,11.7,216.1,0.4,13.5,0.11,0.61,0
syn-road-0636,primary,4.0,6.1,93.3,0.55,0.0,0.16,0.78,1
syn-road-0637,primary,5.6,9.9,154.5,0.64,8.0,0.96,0.54,0
syn-road-0638,arterial,0.77,1.0,206.7,0.53,13.3,0.67,0.61,0
syn-road-0639,arterial,4.01,3.0,228.0,0.69,8.2,0.29,0.78,0
syn-road-0640,arterial,7.33,13.4,236.5,0.47,17.0,0.09,0.58,1
syn-road-0641,local,4.17,15.6,68.9,0.47,11.5,0.95,0.38,0
syn-road-0642,local,11.05,32.7,121.4,0.5,12.4,0.96,0.49,1
syn-road-0643,local,6.57,23.4,160.0,0.59,13.7,0.59,0.5,0
syn-road-0644,primary,9.53,18.0,205.4,0.67,10.5,0.67,0.62,0
syn-road-0645,arterial,13.79,19.6,66.6,0.47,7.0,0.55,0.41,1
syn-road-0646,local,7.03,23.2,198.0,0.56,14.3,0.51,0.63,1
syn-road-0647,arterial,5.46,7.3,202.9,0.7,2.9,0.63,0.87,1
syn-road-0648,primary,9.8,17.7,140.6,0.46,15.2,0.83,0.4,0
syn-road-0649,local,14.33,42.9,222.9,0.62,8.6,0.55,0.86,1
syn-road-0650,local,12.28,41.6,200.0,0.79,-0.4,0.68,0.88,1
syn-road-0651,arterial,7.63,7.3,59.1,0.35,9.0,0.41,0.42,0
syn-road-0652,local,1.07,2.3,173.5,0.4,15.3,0.02,0.54,1
syn-road-0653,secondary,7.56,18.0,75.2,0.42,14.0,0.51,0.35,1
syn-road-0654,primary,1.72,1.8,219.0,0.67,-0.6,0.02,1.0,0
syn-road-0655,local,3.48,13.0,55.5,0.5,2.3,0.29,0.63,0
syn-road-0656,primary,8.25,14.9,165.9,0.71,6.6,0.83,0.79,1
syn-road-0657,primary,11.65,15.9,118.5,0.61,2.5,0.2,0.59,0
syn-road-0658,local,5.8,20.8,134.8,0.76,2.5,0.55,0.75,1
syn-road-0659,local,8.29,23.4,125.5,0.71,-0.1,0.27,0.67,0
syn-road-0660,local,4.98,13.8,93.4,0.29,15.2,0.07,0.26,0
syn-road-0661,secondary,12.44,26.2,157.3,0.61,6.1,0.35,0.77,1
syn-road-0662,primary,2.69,6.8,124.4,0.26,19.4,0.13,0.3,0
syn-road-0663,arterial,11.45,16.0,116.9,0.28,18.8,0.05,0.22,1
syn-road-0664,primary,5.59,9.9,153.0,0.54,16.8,0.79,0.35,0
syn-road-0665,arterial,5.89,7.3,233.6,0.74,13.2,0.7,0.56,1
syn-road-0666,arterial,5.06,4.9,79.5,0.47,1.4,0.12,0.65,0
syn-road-0667,local,9.53,32.1,115.9,0.57,9.0,0.5,0.47,0
syn-road-0668,arterial,9.28,9.4,105.3,0.48,7.4,0.12,0.56,0
syn-road-0669,secondary,6.36,14.5,145.8,0.42,17.5,0.45,0.3,1
syn-road-0670,local,2.77,12.9,224.6,0.66,17.3,0.89,0.45,0
syn-road-0671,arterial,12.89,19.4,141.3,0.35,19.8,0.95,0.26,1
