segment_id,event_id,role,segment_length_meters,highway,valid_coverage_fraction,permanent_water_fraction,flood_fraction,inundated_length_meters,vv_delta_db,vh_delta_db,label,confidence,exclusion_reason
osm-5647102762-326484049-0,jakarta-20200101,train,125.062,primary,1.0,0.0,0.0,0.0,0.491109,0.458899,negative,medium,
osm-5648666147-332526397-0,jakarta-20200101,train,106.78,primary_link,1.0,0.0,0.0,0.0,0.04897,-0.413545,negative,medium,
osm-5650613341-5487633143-0,jakarta-20200101,train,376.955,primary,1.0,0.0,0.0,0.0,1.066054,0.804125,negative,medium,
osm-5652800252-5498027213-0,jakarta-20200101,train,35.862,trunk,1.0,0.0,0.0,0.0,1.042719,-0.008286,negative,medium,
osm-5652849428-4776237954-0,jakarta-20200101,train,60.248,primary,1.0,0.0,0.0,0.0,-0.395849,0.691786,negative,medium,
osm-5652849431-352897075-0,jakarta-20200101,train,28.75,primary,1.0,0.0,0.0,0.0,-0.135366,-0.558592,negative,medium,
osm-5653336499-4790999401-0,jakarta-20200101,train,59.502,primary,1.0,0.0,0.0,0.0,0.043003,-0.022886,negative,medium,
osm-5655125045-8510368916-0,jakarta-20200101,train,25.025,secondary,1.0,0.0,0.0,0.0,1.982421,1.626251,negative,medium,
osm-5655139014-11413710169-0,jakarta-20200101,train,39.588,primary,1.0,0.0,0.0,0.0,1.634311,-0.08664,negative,medium,
osm-5655187222-6406796742-0,jakarta-20200101,train,40.316,primary,1.0,0.0,0.0,0.0,1.260067,0.62861,negative,medium,
osm-5662302109-9533955728-0,jakarta-20200101,train,7.689,residential,1.0,0.0,0.0,0.0,-0.542708,-2.064674,negative,medium,
osm-5662309002-9013720082-0,jakarta-20200101,train,172.931,primary,1.0,0.0,0.0,0.0,0.137287,-0.751581,negative,medium,
osm-5662335002-6333006951-0,jakarta-20200101,train,87.477,primary,1.0,0.0,0.0,0.0,1.106407,-0.154453,negative,medium,
osm-5662546639-12139330016-0,jakarta-20200101,train,29.701,primary,1.0,0.0,0.0,0.0,1.484788,-0.179768,negative,medium,
osm-5665581665-324275961-0,jakarta-20200101,train,290.514,trunk,1.0,0.0,0.0,0.0,0.77425,-0.775678,negative,medium,
osm-5668231819-310327514-0,jakarta-20200101,train,416.789,motorway,1.0,0.0,0.0,0.0,-0.15056,-0.938467,negative,medium,
osm-5668256808-7123191860-0,jakarta-20200101,train,79.195,primary,1.0,0.0,0.0,0.0,0.696751,0.734381,negative,medium,
osm-5669076905-5377178522-0,jakarta-20200101,train,14.68,primary,1.0,0.0,0.0,0.0,0.219868,-0.559712,negative,medium,
osm-5669078458-310042746-0,jakarta-20200101,train,8.428,primary,1.0,0.0,0.0,0.0,0.972594,2.313939,negative,medium,
osm-5669078465-5669078458-0,jakarta-20200101,train,82.904,primary,1.0,0.0,0.0,0.0,0.84853,0.673036,negative,medium,
osm-5670939322-5372153165-0,jakarta-20200101,train,4.916,trunk,1.0,0.0,0.0,0.0,-0.054316,-0.842441,negative,medium,
osm-5670944441-4566501487-0,jakarta-20200101,train,54.753,secondary,1.0,0.0,0.0,0.0,1.927553,-1.068878,negative,medium,
osm-5671006753-5671006757-0,jakarta-20200101,train,79.384,trunk,1.0,0.0,0.0,0.0,0.478796,0.179372,negative,medium,
osm-5671006757-5671006769-0,jakarta-20200101,train,21.263,trunk,1.0,0.0,0.0,0.0,0.464637,-0.702768,negative,medium,
osm-5671006769-7038299405-0,jakarta-20200101,train,37.029,trunk,1.0,0.0,0.0,0.0,0.122621,-0.172079,negative,medium,
osm-5671006775-4859118379-0,jakarta-20200101,train,195.157,trunk,1.0,0.0,0.0,0.0,-1.317862,-1.694114,negative,medium,
osm-5671045991-3723599610-0,jakarta-20200101,train,679.786,motorway,1.0,0.0,0.0,0.0,-0.583316,-0.523863,negative,medium,
osm-5671081801-5373977783-0,jakarta-20200101,train,58.052,primary,1.0,0.0,0.0,0.0,0.471323,2.017574,negative,medium,
osm-5671267899-2821400645-0,jakarta-20200101,train,52.813,primary,1.0,0.0,0.0,0.0,0.580624,-0.349092,negative,medium,
osm-5671270622-7120411011-0,jakarta-20200101,train,15.972,primary,1.0,0.0,0.0,0.0,0.97959,0.38515,negative,medium,
osm-5671317482-5374290437-0,jakarta-20200101,train,15.379,primary,1.0,0.0,0.0,0.0,-0.750865,0.493017,negative,medium,
osm-5671317488-4546100816-0,jakarta-20200101,train,8.99,primary,1.0,0.0,0.0,0.0,0.247767,1.048947,negative,medium,
osm-5671327267-11246996071-0,jakarta-20200101,train,47.117,primary,1.0,0.0,0.0,0.0,-0.202098,0.289094,negative,medium,
osm-5671531324-5174097479-0,jakarta-20200101,train,47.081,primary,1.0,0.0,0.0,0.0,0.334082,-0.119426,negative,medium,
osm-5671605046-191578995-0,jakarta-20200101,train,12.85,primary,1.0,0.0,0.0,0.0,-0.008887,0.659743,negative,medium,
osm-5671605060-9031325937-0,jakarta-20200101,train,12.174,primary,1.0,0.0,0.016352,0.199,0.382079,-1.282779,negative,medium,
osm-5671605063-13586870998-0,jakarta-20200101,train,2.625,primary,1.0,0.0,0.0,0.0,0.78374,-1.17508,negative,medium,
osm-5671605067-9031074981-0,jakarta-20200101,train,24.493,primary,1.0,0.0,0.0,0.0,1.130162,1.046697,negative,medium,
osm-5673840820-13456652652-0,jakarta-20200101,train,39.649,trunk,1.0,0.0,0.0,0.0,0.608538,1.086979,negative,medium,
osm-5673841347-104356356-1,jakarta-20200101,train,28.583,trunk,1.0,0.0,0.0,0.0,-0.097286,0.137496,negative,medium,
osm-5673841354-7284085578-0,jakarta-20200101,train,36.806,primary,1.0,0.0,0.0,0.0,0.00051,0.245479,negative,medium,
osm-5673841364-3869782797-0,jakarta-20200101,train,154.462,primary,1.0,0.0,0.0,0.0,-0.097063,-0.659296,negative,medium,
osm-5673864834-5555933057-0,jakarta-20200101,train,32.737,trunk,1.0,0.0,0.0,0.0,0.878518,-0.027304,negative,medium,
osm-5674017477-29939142-0,jakarta-20200101,train,77.824,secondary,1.0,0.0,0.0,0.0,0.41787,-0.210286,negative,medium,
osm-5680696059-11542695776-0,jakarta-20200101,train,67.376,primary,1.0,0.0,0.0,0.0,-0.378178,-0.771855,negative,medium,
osm-5806359018-317156584-0,jakarta-20200101,train,428.977,primary,1.0,0.0,0.0,0.0,0.51223,0.738714,negative,medium,
osm-5984694495-6330678685-0,jakarta-20200101,train,6.495,primary,1.0,0.0,0.0,0.0,5.355488,0.421127,negative,medium,
osm-6004639297-9657468817-0,jakarta-20200101,train,10.458,trunk,1.0,0.0,0.0,0.0,-0.122999,-1.232911,negative,medium,
osm-6118418342-309714207-0,jakarta-20200101,train,32.779,trunk,1.0,0.0,0.0,0.0,-1.210419,-0.173815,negative,medium,
osm-6135130582-6493403591-0,jakarta-20200101,train,59.001,primary,1.0,0.0,0.0,0.0,0.026748,-0.033211,negative,medium,
osm-6219014696-9696714817-0,jakarta-20200101,train,7.958,primary,1.0,0.0,0.0,0.0,0.846429,-0.105726,negative,medium,
osm-6277705571-95022384-0,jakarta-20200101,train,26.565,trunk,1.0,0.0,0.0,0.0,-0.515196,-0.350221,negative,medium,
osm-6315603275-104369586-0,jakarta-20200101,train,33.263,primary,1.0,0.0,0.0,0.0,0.136315,-0.729955,negative,medium,
osm-6315609707-7225096520-0,jakarta-20200101,train,19.514,primary,1.0,0.0,0.0,0.0,0.984859,-0.25168,negative,medium,
osm-6315609708-6315609707-0,jakarta-20200101,train,17.784,primary,1.0,0.0,0.0,0.0,1.252821,0.136807,negative,medium,
osm-6315609717-7018595457-0,jakarta-20200101,train,154.243,primary,1.0,0.0,0.0,0.0,1.334605,0.097153,negative,medium,
osm-6315609717-13695587270-0,jakarta-20200101,train,128.73,primary,1.0,0.0,0.0,0.0,0.974982,-0.372006,negative,medium,
osm-6315615740-4548266767-0,jakarta-20200101,train,86.629,primary,1.0,0.0,0.0,0.0,0.448985,-1.163211,negative,medium,
osm-6315624963-11395329908-0,jakarta-20200101,train,37.123,primary,1.0,0.0,0.0,0.0,0.86304,-0.313978,negative,medium,
osm-6320275018-8503624788-0,jakarta-20200101,train,158.031,primary,1.0,0.0,0.0,0.0,0.830775,-0.357656,negative,medium,
osm-6322281575-13675743447-0,jakarta-20200101,train,69.556,tertiary,1.0,0.0,0.0,0.0,0.819201,0.912566,negative,medium,
osm-6322395865-393856974-0,jakarta-20200101,train,8.147,secondary,1.0,0.0,0.0,0.0,0.623418,1.614914,negative,medium,
osm-6322395881-351116570-0,jakarta-20200101,train,12.182,secondary,1.0,0.0,0.0,0.0,0.545481,0.06802,negative,medium,
osm-6322396585-11166256394-0,jakarta-20200101,train,78.958,secondary,1.0,0.0,0.0,0.0,-0.318402,-0.322511,negative,medium,
osm-6322396593-12729353047-0,jakarta-20200101,train,6.375,secondary,1.0,0.0,0.0,0.0,1.010856,0.180189,negative,medium,
osm-6330385236-6330385245-0,jakarta-20200101,train,21.782,primary,1.0,0.0,0.0,0.0,1.894527,0.324473,negative,medium,
osm-6330385245-1134908642-0,jakarta-20200101,train,115.153,primary,1.0,0.0,0.0,0.0,1.330056,0.110193,negative,medium,
osm-6330562646-310003828-0,jakarta-20200101,train,68.921,tertiary,1.0,0.0,0.0,0.0,0.649689,0.061644,negative,medium,
osm-6330678685-5354213698-0,jakarta-20200101,train,54.519,primary,1.0,0.0,0.0,0.0,4.531426,0.639139,negative,medium,
osm-6331233983-5513076629-1,jakarta-20200101,train,75.794,trunk,1.0,0.0,0.0,0.0,1.583991,0.479319,negative,medium,
osm-6331405436-5492419247-0,jakarta-20200101,train,9.962,trunk,1.0,0.0,0.0,0.0,1.429943,0.472964,negative,medium,
osm-6332293300-6978444810-0,jakarta-20200101,train,72.13,primary,1.0,0.0,0.0,0.0,1.142765,0.57105,negative,medium,
osm-6332594575-6332293300-0,jakarta-20200101,train,13.762,primary,1.0,0.0,0.0,0.0,1.430196,0.711693,negative,medium,
osm-6332607740-9031970386-0,jakarta-20200101,train,29.389,primary,1.0,0.0,0.0,0.0,-1.285208,-0.35384,negative,medium,
osm-6332686268-4260761277-0,jakarta-20200101,train,82.333,primary,1.0,0.0,0.0,0.0,1.267638,-0.018637,negative,medium,
osm-6332686273-5652849431-0,jakarta-20200101,train,21.851,primary,1.0,0.0,0.0,0.0,0.288657,-1.945811,negative,medium,
osm-6333006951-5391413717-0,jakarta-20200101,train,33.887,primary,1.0,0.0,0.0,0.0,-1.378615,-0.638577,negative,medium,
osm-6333252911-9019103699-0,jakarta-20200101,train,95.201,secondary,1.0,0.0,0.0,0.0,0.271425,0.515596,negative,medium,
osm-6334537720-4566501805-0,jakarta-20200101,train,65.372,primary,1.0,0.0,0.0,0.0,1.162233,0.937037,negative,medium,
osm-6334537728-430546294-0,jakarta-20200101,train,103.268,secondary,1.0,0.0,0.0,0.0,0.376069,-0.849721,negative,medium,
osm-6334659081-4566501806-0,jakarta-20200101,train,145.283,secondary,1.0,0.0,0.0,0.0,0.144835,0.639699,negative,medium,
osm-6334849877-309950695-0,jakarta-20200101,train,121.426,primary,1.0,0.0,0.0,0.0,-0.630874,0.026618,negative,medium,
osm-6336788287-7117640144-0,jakarta-20200101,train,12.935,primary,1.0,0.0,0.0,0.0,0.554573,-0.472134,negative,medium,
osm-6336788292-309941624-0,jakarta-20200101,train,62.34,primary,1.0,0.0,0.0,0.0,0.727027,-1.021752,negative,medium,
osm-6347347053-504912724-0,jakarta-20200101,train,77.89,secondary,1.0,0.0,0.0,0.0,0.698056,-0.977209,negative,medium,
osm-6359768001-186894208-0,jakarta-20200101,train,244.214,primary,1.0,0.0,0.0,0.0,0.412938,-0.655114,negative,medium,
osm-6359768003-318168808-0,jakarta-20200101,train,7.699,secondary,1.0,0.0,0.0,0.0,0.371197,-1.27591,negative,medium,
osm-6366750161-332517701-0,jakarta-20200101,train,71.949,trunk,1.0,0.0,0.0,0.0,-0.746824,0.27923,negative,medium,
osm-6370527438-321722198-0,jakarta-20200101,train,125.495,primary,1.0,0.0,0.0,0.0,-0.094577,1.536753,negative,medium,
osm-6370527439-6370527438-0,jakarta-20200101,train,27.327,primary,1.0,0.0,0.0,0.0,1.390375,1.407651,negative,medium,
osm-6406796742-9013059183-0,jakarta-20200101,train,16.894,primary,1.0,0.0,0.0,0.0,0.928856,-0.388967,negative,medium,
osm-6429880632-316486226-0,jakarta-20200101,train,699.086,motorway,1.0,0.0,0.0,0.0,1.404388,0.373626,negative,medium,
osm-6430186685-2836706756-0,jakarta-20200101,train,202.003,secondary,1.0,0.0,0.0,0.0,2.11236,-0.083987,negative,medium,
osm-6430860592-9504400678-0,jakarta-20200101,train,144.74,trunk_link,1.0,0.0,0.0,0.0,-0.745555,0.243943,negative,medium,
osm-6434923286-5112284316-0,jakarta-20200101,train,58.452,trunk,1.0,0.0,0.0,0.0,-0.512226,-1.308454,negative,medium,
osm-6434930408-5112682630-0,jakarta-20200101,train,47.215,trunk,1.0,0.0,0.0,0.0,-0.596681,1.656552,negative,medium,
osm-6434945508-1342879000-0,jakarta-20200101,train,44.222,trunk,1.0,0.0,0.0,0.0,1.660699,0.322349,negative,medium,
osm-6434967979-2836706754-0,jakarta-20200101,train,77.284,residential,1.0,0.0,0.0,0.0,1.14998,-0.549777,negative,medium,
osm-6451021641-4914353827-0,jakarta-20200101,train,9.362,trunk,1.0,0.0,0.0,0.0,0.872504,0.20943,negative,medium,
osm-6451233564-1757800736-0,jakarta-20200101,train,53.936,trunk,1.0,0.0,0.0,0.0,-0.357705,-0.509754,negative,medium,
osm-6451233564-6776829930-0,jakarta-20200101,train,54.41,trunk_link,1.0,0.0,0.0,0.0,-0.381212,-0.328912,negative,medium,
osm-6451233565-6451233564-0,jakarta-20200101,train,4.916,trunk,1.0,0.0,0.0,0.0,0.266328,0.402257,negative,medium,
osm-6451233570-10098494032-0,jakarta-20200101,train,6.35,trunk,1.0,0.0,0.0,0.0,0.130152,-0.809729,negative,medium,
osm-6451500598-3266396608-0,jakarta-20200101,train,23.491,primary,1.0,0.0,0.0,0.0,1.211188,-0.195114,negative,medium,
osm-6456763921-7070822596-0,jakarta-20200101,train,25.188,primary,1.0,0.0,0.0,0.0,-2.372084,-0.565194,negative,medium,
osm-6459026538-1135179421-0,jakarta-20200101,train,36.093,tertiary,1.0,0.0,0.0,0.0,-0.510929,-0.012713,negative,medium,
osm-6459032697-12738838445-0,jakarta-20200101,train,86.479,secondary,1.0,0.0,0.0,0.0,-0.164978,0.024611,negative,medium,
osm-6459323552-4990059014-0,jakarta-20200101,train,255.219,primary,1.0,0.0,0.0,0.0,0.041912,-0.860407,negative,medium,
osm-6459341771-5201675288-0,jakarta-20200101,train,343.628,primary,1.0,0.0,0.0,0.0,0.903069,-0.330323,negative,medium,
osm-6471562381-4798985491-0,jakarta-20200101,train,51.527,primary,1.0,0.0,0.0,0.0,1.754516,-0.001674,negative,medium,
osm-6471563890-5373977777-0,jakarta-20200101,train,19.428,primary,1.0,0.0,0.0,0.0,0.476346,-0.897709,negative,medium,
osm-6477409182-4815227758-0,jakarta-20200101,train,43.973,tertiary,1.0,0.0,0.0,0.0,0.142475,-0.500283,negative,medium,
osm-6486347952-9491290599-0,jakarta-20200101,train,70.429,trunk,1.0,0.0,0.0,0.0,0.500875,-1.263087,negative,medium,
osm-6490074722-330177825-0,jakarta-20200101,train,9.178,primary,1.0,0.0,0.0,0.0,-0.957716,0.330451,negative,medium,
osm-6493403591-3266332372-0,jakarta-20200101,train,39.086,primary,1.0,0.0,0.0,0.0,0.277582,-0.564269,negative,medium,
osm-6531806778-7082730280-0,jakarta-20200101,train,8.68,primary,1.0,0.0,0.0,0.0,-1.340817,-0.032343,negative,medium,
osm-6546950357-309712345-0,jakarta-20200101,train,171.284,trunk,1.0,0.0,0.0,0.0,0.185796,-0.478871,negative,medium,
osm-6547719124-1675488274-0,jakarta-20200101,train,9.47,primary,1.0,0.0,0.0,0.0,0.052832,0.023499,negative,medium,
osm-6552109327-5671605046-0,jakarta-20200101,train,36.763,primary,1.0,0.0,0.0,0.0,-0.550959,-0.330652,negative,medium,
osm-6604587143-7059651780-0,jakarta-20200101,train,99.035,primary,1.0,0.0,0.0,0.0,0.579235,-0.073896,negative,medium,
osm-6776762980-310048835-0,jakarta-20200101,train,43.994,primary,1.0,0.0,0.0,0.0,0.397026,0.02573,negative,medium,
osm-6776762981-6776762980-0,jakarta-20200101,train,11.276,primary,1.0,0.0,0.0,0.0,-0.630204,-0.234812,negative,medium,
osm-6776829930-6776762981-0,jakarta-20200101,train,26.482,trunk_link,1.0,0.0,0.0,0.0,-0.965848,-0.690492,negative,medium,
osm-6797982811-6118418342-0,jakarta-20200101,train,64.208,trunk,1.0,0.0,0.0,0.0,-1.013077,-0.8874,negative,medium,
osm-6801763173-8811850651-0,jakarta-20200101,train,3.643,residential,1.0,0.0,0.0,0.0,0.646649,-1.992966,negative,medium,
osm-6806925400-317193936-0,jakarta-20200101,train,36.732,primary,1.0,0.0,0.0,0.0,0.413361,1.322807,negative,medium,
osm-6831185205-9486285513-0,jakarta-20200101,train,26.117,trunk,1.0,0.0,0.0,0.0,-0.995424,-1.339039,negative,medium,
osm-6862048641-5655125045-0,jakarta-20200101,train,44.676,secondary,1.0,0.0,0.0,0.0,0.453772,1.083134,negative,medium,
osm-6878897947-1139139728-0,jakarta-20200101,train,35.183,trunk,1.0,0.0,0.0,0.0,-0.660155,-0.287101,negative,medium,
osm-6884974160-11899737707-0,jakarta-20200101,train,21.993,primary,1.0,0.0,0.0,0.0,0.97928,-1.934524,negative,medium,
osm-6907592439-315710860-0,jakarta-20200101,train,42.956,secondary,1.0,0.0,0.0,0.0,0.832027,0.141919,negative,medium,
osm-6907714745-5380146210-0,jakarta-20200101,train,142.335,residential,1.0,0.0,0.0,0.0,0.704398,1.232631,negative,medium,
osm-6910883258-4849427384-0,jakarta-20200101,train,44.406,primary,1.0,0.0,0.0,0.0,0.05523,-0.88326,negative,medium,
osm-6978444809-9002723306-0,jakarta-20200101,train,185.104,primary,1.0,0.0,0.0,0.0,1.61746,-0.14283,negative,medium,
osm-6978444810-6978444809-0,jakarta-20200101,train,30.621,primary,1.0,0.0,0.0,0.0,0.627585,0.233586,negative,medium,
osm-6978547983-3723635038-0,jakarta-20200101,train,228.128,trunk,1.0,0.0,0.0,0.0,0.571331,-0.367919,negative,medium,
osm-7003228710-1321537155-0,jakarta-20200101,train,11.784,primary,1.0,0.0,0.0,0.0,0.661751,-0.247501,negative,medium,
osm-7003228710-7003248324-0,jakarta-20200101,train,14.05,primary_link,1.0,0.0,0.0,0.0,0.770432,-0.192753,negative,medium,
osm-7003248324-1321537155-0,jakarta-20200101,train,12.074,primary,1.0,0.0,0.0,0.0,0.871722,-0.195477,negative,medium,
osm-7015230195-4849427387-0,jakarta-20200101,train,64.876,primary,1.0,0.0,0.0,0.0,1.012331,-0.001081,negative,medium,
osm-7015230199-7015230195-0,jakarta-20200101,train,44.623,primary,1.0,0.0,0.0,0.0,1.499709,0.427507,negative,medium,
osm-7018595457-6315609708-0,jakarta-20200101,train,34.224,primary,1.0,0.0,0.0,0.0,1.27279,0.647431,negative,medium,
osm-7026798812-5498027297-0,jakarta-20200101,train,424.098,primary,1.0,0.0,0.0,0.0,1.386759,-0.133498,negative,medium,
osm-7027128992-4658384434-0,jakarta-20200101,train,91.163,primary,1.0,0.0,0.0,0.0,-0.329502,0.806399,negative,medium,
osm-7027231693-4152867163-0,jakarta-20200101,train,112.816,primary,1.0,0.0,0.0,0.0,-0.386894,-0.88309,negative,medium,
osm-7029385572-316486305-0,jakarta-20200101,train,43.932,trunk_link,1.0,0.0,0.0,0.0,-1.684989,-2.01293,negative,medium,
osm-7029563618-4993841487-0,jakarta-20200101,train,28.299,primary_link,1.0,0.0,0.0,0.0,-0.559793,1.6416,negative,medium,
osm-7029563618-7029563620-0,jakarta-20200101,train,12.404,primary,1.0,0.0,0.0,0.0,-0.766651,1.724023,negative,medium,
osm-7029563620-7029563621-0,jakarta-20200101,train,10.441,primary,1.0,0.0,0.0,0.0,-0.374742,1.483374,negative,medium,
osm-7029563621-12530400916-0,jakarta-20200101,train,28.354,primary,1.0,0.0,0.0,0.0,0.275839,1.265834,negative,medium,
osm-7038299405-388023277-0,jakarta-20200101,train,43.755,trunk,1.0,0.0,0.0,0.0,0.318617,-0.295786,negative,medium,
osm-7039275702-1359134222-0,jakarta-20200101,train,36.048,primary,1.0,0.0,0.0,0.0,0.000846,-0.550079,negative,medium,
osm-7044795931-7509918742-0,jakarta-20200101,train,11.4,primary,1.0,0.0,0.0,0.0,0.498344,-0.014697,negative,medium,
osm-7044795934-7044795931-0,jakarta-20200101,train,24.82,primary,1.0,0.0,0.0,0.0,0.610666,0.292118,negative,medium,
osm-7045010187-5487633251-0,jakarta-20200101,train,205.057,primary,1.0,0.0,0.0,0.0,0.303295,-0.292301,negative,medium,
osm-7045010651-4502213977-0,jakarta-20200101,train,32.545,secondary,1.0,0.0,0.0,0.0,-0.457046,-1.232212,negative,medium,
osm-7045231385-11501464552-0,jakarta-20200101,train,22.119,primary,1.0,0.0,0.0,0.0,1.321607,0.443077,negative,medium,
osm-7046982976-1682844563-0,jakarta-20200101,train,396.732,primary,1.0,0.0,0.0,0.0,0.182763,-0.230958,negative,medium,
osm-7050035434-7050035438-0,jakarta-20200101,train,35.11,primary,1.0,0.0,0.0,0.0,-0.319263,-0.864341,negative,medium,
osm-7050035434-7050035440-0,jakarta-20200101,train,73.184,trunk,1.0,0.0,0.0,0.0,-0.614041,-0.644872,negative,medium,
osm-7050035438-7122914747-0,jakarta-20200101,train,88.409,primary,1.0,0.0,0.0,0.0,0.140372,-0.413024,negative,medium,
osm-7050035440-7246575157-0,jakarta-20200101,train,9.626,trunk,1.0,0.0,0.0,0.0,-0.06777,0.231594,negative,medium,
osm-7052519688-7070168306-0,jakarta-20200101,train,87.927,trunk,1.0,0.0,0.0,0.0,-0.334054,0.20659,negative,medium,
osm-7055752942-5006633608-0,jakarta-20200101,train,119.355,primary,1.0,0.0,0.0,0.0,-0.651637,0.356263,negative,medium,
osm-7055776846-4990059515-0,jakarta-20200101,train,193.239,primary,1.0,0.0,0.0,0.0,0.069319,0.041691,negative,medium,
osm-7059042271-6315609717-0,jakarta-20200101,train,5.34,primary,1.0,0.0,0.0,0.0,0.483165,-0.609427,negative,medium,
osm-7059651780-316412093-0,jakarta-20200101,train,12.186,primary,1.0,0.0,0.0,0.0,0.10445,-0.213898,negative,medium,
osm-7062375566-7513762422-0,jakarta-20200101,train,5.34,primary,1.0,0.0,0.0,0.0,-0.238236,-0.1613,negative,medium,
osm-7070168306-7483895436-0,jakarta-20200101,train,11.254,trunk,1.0,0.0,0.0,0.0,-0.368529,0.248522,negative,medium,
osm-7070168315-310048098-0,jakarta-20200101,train,999.957,motorway,1.0,0.0,0.0,0.0,-0.500871,-0.300366,negative,medium,
osm-7070822596-7027231693-0,jakarta-20200101,train,71.423,primary,1.0,0.0,0.0,0.0,-0.860049,-0.04175,negative,medium,
osm-7082730280-5655139014-0,jakarta-20200101,train,38.36,primary,1.0,0.0,0.0,0.0,-0.247489,0.114878,negative,medium,
osm-7082864214-310048835-0,jakarta-20200101,train,73.245,motorway_link,1.0,0.0,0.0,0.0,0.234325,0.280789,negative,medium,
osm-7096117327-6862048641-0,jakarta-20200101,train,43.381,secondary,1.0,0.0,0.0,0.0,1.839406,0.895759,negative,medium,
osm-7098183581-9695103618-0,jakarta-20200101,train,26.537,secondary,1.0,0.0,0.0,0.0,0.494608,-0.2037,negative,medium,
osm-7103369194-317156628-0,jakarta-20200101,train,20.31,primary,1.0,0.0,0.0,0.0,0.254859,0.054182,negative,medium,
osm-7103369200-7103369194-0,jakarta-20200101,train,17.552,primary,1.0,0.0,0.0,0.0,0.659015,1.19762,negative,medium,
osm-7103903985-1351484887-0,jakarta-20200101,train,5.251,primary,1.0,0.0,0.0,0.0,0.961647,-0.044411,negative,medium,
osm-7104997606-5172730315-0,jakarta-20200101,train,64.294,secondary,1.0,0.0,0.0,0.0,-0.398335,-0.749287,negative,medium,
osm-7105384963-1342878909-0,jakarta-20200101,train,100.619,trunk,1.0,0.0,0.0,0.0,-0.371747,1.043306,negative,medium,
osm-7112944949-393861915-0,jakarta-20200101,train,25.867,secondary,1.0,0.0,0.0,0.0,0.539363,0.708697,negative,medium,
osm-7117458776-5380055271-0,jakarta-20200101,train,186.493,trunk,1.0,0.0,0.0,0.0,1.363995,1.425941,negative,medium,
osm-7117640144-5189820259-0,jakarta-20200101,train,189.56,primary,1.0,0.0,0.001141,0.216,-0.862553,-0.79353,negative,medium,
osm-7118113165-104356359-0,jakarta-20200101,train,75.152,trunk,1.0,0.0,0.0,0.0,-0.776463,-0.85215,negative,medium,
osm-7120306569-5371596275-0,jakarta-20200101,train,63.385,primary,1.0,0.0,0.0,0.0,3.688479,0.976662,negative,medium,
osm-7120306577-7120306569-0,jakarta-20200101,train,25.987,primary,1.0,0.0,0.0,0.0,3.414858,0.053437,negative,medium,
osm-7120310389-9665578858-0,jakarta-20200101,train,59.0,primary,1.0,0.0,0.0,0.0,1.201083,0.349328,negative,medium,
osm-7120318185-7120380404-0,jakarta-20200101,train,22.25,primary,1.0,0.0,0.0,0.0,1.773596,-0.580999,negative,medium,
osm-7120341842-7120393917-0,jakarta-20200101,train,18.174,primary,1.0,0.0,0.0,0.0,3.350087,0.351996,negative,medium,
osm-7120370231-4996688468-0,jakarta-20200101,train,57.882,primary,1.0,0.0,0.0,0.0,0.59055,-1.230285,negative,medium,
osm-7120377653-29939156-0,jakarta-20200101,train,38.542,primary,1.0,0.0,0.0,0.0,0.043178,-1.250273,negative,medium,
osm-7120377658-7120377653-0,jakarta-20200101,train,12.145,primary,1.0,0.0,0.0,0.0,-0.701196,-1.920507,negative,medium,
osm-7120380401-5371596264-0,jakarta-20200101,train,14.281,primary,1.0,0.0,0.0,0.0,2.421739,-0.054937,negative,medium,
osm-7120380404-7120380401-0,jakarta-20200101,train,16.262,primary,1.0,0.0,0.0,0.0,2.266887,-0.261528,negative,medium,
osm-7120383641-10758010539-0,jakarta-20200101,train,74.185,primary,1.0,0.0,0.0,0.0,-0.508024,-0.960334,negative,medium,
osm-7120383650-7120383641-0,jakarta-20200101,train,20.977,primary,1.0,0.0,0.0,0.0,-0.456998,-0.845118,negative,medium,
osm-7120383655-7120383650-0,jakarta-20200101,train,10.639,primary,1.0,0.0,0.0,0.0,0.298501,-0.810245,negative,medium,
osm-7120383657-1163404618-0,jakarta-20200101,train,11.476,primary,1.0,0.0,0.0,0.0,-0.966148,-2.429624,negative,medium,
osm-7120383659-7120383657-0,jakarta-20200101,train,19.811,primary,1.0,0.0,0.0,0.0,-1.493042,-1.97184,negative,medium,
osm-7120393905-7120377658-0,jakarta-20200101,train,50.707,primary,1.0,0.0,0.0,0.0,1.401287,-1.52716,negative,medium,
osm-7120393917-7120306577-0,jakarta-20200101,train,8.037,primary,1.0,0.0,0.0,0.0,3.397063,0.15443,negative,medium,
osm-7120393920-5371596268-0,jakarta-20200101,train,15.313,primary,1.0,0.0,0.0,0.0,2.853574,0.401716,negative,medium,
osm-7120410534-4899821967-0,jakarta-20200101,train,97.519,primary,1.0,0.0,0.0,0.0,1.081391,0.438102,negative,medium,
osm-7120410539-7120410534-0,jakarta-20200101,train,34.162,primary,1.0,0.0,0.0,0.0,0.547507,-0.117652,negative,medium,
osm-7120410540-7120410539-0,jakarta-20200101,train,19.381,primary,1.0,0.0,0.0,0.0,0.424697,-0.234987,negative,medium,
osm-7120410546-13720913830-0,jakarta-20200101,train,9.312,primary,1.0,0.0,0.0,0.0,-0.408363,-0.347451,negative,medium,
osm-7120411005-7120419447-0,jakarta-20200101,train,55.116,primary,1.0,0.0,0.0,0.0,3.599242,0.689948,negative,medium,
