segment_id,event_id,event_start,event_end,event_context,event_context_confidence,segment_length_meters,road_name,highway,osm_way_ids,u,v,key,buffer_radius_meters,minimum_clear_fraction,positive_exposure_fraction,source_resolution_class,corridor_area_square_meters,source_coverage_fraction,valid_observation_fraction,permanent_water_fraction,flood_exposed_fraction,flood_exposed_length_equivalent_meters,label,confidence,exclusion_reason
osm-5372153151-9486332419-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,35.004,Jalan Letnan Jenderal Siswondo Parman,trunk,688117571,5372153151,9486332419,0,250,0.75,0.05,coarse-modis-250m,213591.295,0.9637,0.9637,0.0,0.0,0.0,negative,moderate,
osm-5372153155-9003292724-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,108.503,Jalan Letnan Jenderal Siswondo Parman,trunk,688117572,5372153155,9003292724,0,250,0.75,0.05,coarse-modis-250m,250363.622,0.968299,0.968299,0.0,0.0,0.0,negative,moderate,
osm-5372153165-5372153166-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,106.787,Jalan Letnan Jenderal Siswondo Parman,trunk,688117573,5372153165,5372153166,0,250,0.75,0.05,coarse-modis-250m,249502.11,0.968226,0.968226,0.0,0.0,0.0,negative,moderate,
osm-5372153166-5372153186-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,134.559,Jalan Letnan Jenderal Siswondo Parman,trunk,1220173369|1220173370|688117573,5372153166,5372153186,0,250,0.75,0.05,coarse-modis-250m,263397.847,0.969645,0.969645,0.0,0.0,0.0,negative,moderate,
osm-5372153186-11438846310-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,20.044,Jalan Letnan Jenderal Siswondo Parman,trunk,1220173370,5372153186,11438846310,0,250,0.75,0.05,coarse-modis-250m,206106.358,0.962443,0.962443,0.0,0.0,0.0,negative,moderate,
osm-5372153187-6451233570-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,200.392,Jalan Letnan Jenderal Siswondo Parman,trunk,688087394,5372153187,6451233570,0,250,0.75,0.05,coarse-modis-250m,296337.281,0.972566,0.972566,0.0,0.0,0.0,negative,moderate,
osm-5373820573-9032080365-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,11.311,Jalan Kebon Sirih,primary,18056345,5373820573,9032080365,0,250,0.75,0.05,coarse-modis-250m,201737.114,0.961643,0.961643,0.0,0.0,0.0,negative,moderate,
osm-5373977777-4849427405-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,26.327,Jalan Letnan Jenderal Suprapto,primary,492988946,5373977777,4849427405,0,250,0.75,0.05,coarse-modis-250m,209249.989,0.962854,0.962854,0.0,0.0,0.0,negative,moderate,
osm-5373977782-4849427421-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,62.126,Jalan Letnan Jenderal Suprapto,primary,492988997,5373977782,4849427421,0,250,0.75,0.05,coarse-modis-250m,227160.726,0.965592,0.965592,0.0,0.0,0.0,negative,moderate,
osm-5373977783-4849427396-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,89.029,Jalan Letnan Jenderal Suprapto,primary,761522995,5373977783,4849427396,0,250,0.75,0.05,coarse-modis-250m,240620.477,0.966327,0.966327,0.0,0.0,0.0,negative,moderate,
osm-5373977800-4849427413-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,39.974,Jalan Letnan Jenderal Suprapto,primary,761522995,5373977800,4849427413,0,250,0.75,0.05,coarse-modis-250m,216077.536,0.964152,0.964152,0.0,0.0,0.0,negative,moderate,
osm-5374005699-4849427395-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,29.335,Jalan Letnan Jenderal Suprapto,primary,761522995,5374005699,4849427395,0,250,0.75,0.05,coarse-modis-250m,210753.889,0.963133,0.963133,0.0,0.0,0.0,negative,moderate,
osm-5374199556-29939148-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,9.209,Jalan Bungur Besar Raya,secondary,1265625996,5374199556,29939148,0,250,0.75,0.05,coarse-modis-250m,200685.583,0.961437,0.961437,0.0,0.0,0.0,negative,moderate,
osm-5374282148-11076463250-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,64.693,Jalan Kramat Kwitang,primary,749318053,5374282148,11076463250,0,250,0.75,0.05,coarse-modis-250m,228429.732,0.965652,0.965652,0.0,0.0,0.0,negative,moderate,
osm-5374282155-5377151799-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,14.744,Jalan Arief Rachman Hakim,primary,749318625,5374282155,5377151799,0,250,0.75,0.05,coarse-modis-250m,203454.634,0.961975,0.961975,0.0,0.0,0.0,negative,moderate,
osm-5374282198-6315624963-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,63.772,Jalan Kramat Kwitang,primary,458897450,5374282198,6315624963,0,250,0.75,0.05,coarse-modis-250m,227984.184,0.96566,0.96566,0.0,0.0,0.0,negative,moderate,
osm-5374282375-7103903985-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,806.303,Jalan Pasar Senen,primary,1250860513|560887460|1225571177|724007433,5374282375,7103903985,0,250,0.75,0.05,coarse-modis-250m,599381.768,0.984647,0.984647,0.0,0.0,0.0,negative,moderate,
osm-5374290437-186871954-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,79.88,Jalan Jatibaru,primary,343915036,5374290437,186871954,0,250,0.75,0.05,coarse-modis-250m,236011.614,0.966504,0.966504,0.0,0.0,0.0,negative,moderate,
osm-5374380799-1675488274-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,9.532,Jalan Letnan Jenderal Suprapto,primary,766850322,5374380799,1675488274,0,250,0.75,0.05,coarse-modis-250m,200847.05,0.961737,0.961737,0.0,0.0,0.0,negative,moderate,
osm-5374643987-9648835249-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,48.107,Jalan Letnan Jenderal Suprapto,primary,492988946,5374643987,9648835249,0,250,0.75,0.05,coarse-modis-250m,220146.835,0.964628,0.964628,0.0,0.0,0.0,negative,moderate,
osm-5374644166-7015230199-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,18.29,Jalan Letnan Jenderal Suprapto,primary,492988946,5374644166,7015230199,0,250,0.75,0.05,coarse-modis-250m,205228.821,0.960791,0.960791,0.0,0.0,0.0,negative,moderate,
osm-5374804742-4758805504-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,37.119,Jalan Pemuda,primary,758287381,5374804742,4758805504,0,250,0.75,0.05,coarse-modis-250m,214649.078,0.963901,0.963901,0.0,0.0,0.0,negative,moderate,
osm-5374804752-5374804742-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,23.744,Jalan Pemuda,primary,758287381,5374804752,5374804742,0,250,0.75,0.05,coarse-modis-250m,207957.608,0.962632,0.962632,0.0,0.0,0.0,negative,moderate,
osm-5374804755-5374804752-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,25.306,Jalan Pemuda,primary,758287380,5374804755,5374804752,0,250,0.75,0.05,coarse-modis-250m,208739.134,0.962752,0.962752,0.0,0.0,0.0,negative,moderate,
osm-5377076414-5377076416-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,44.553,Jalan Kramat Raya,primary,758051339,5377076414,5377076416,0,250,0.75,0.05,coarse-modis-250m,218368.783,0.964302,0.964302,0.0,0.0,0.0,negative,moderate,
osm-5377076416-11237483572-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,5.019,Jalan Kramat Raya,primary,758051339,5377076416,11237483572,0,250,0.75,0.05,coarse-modis-250m,198589.163,0.961258,0.961258,0.0,0.0,0.0,negative,moderate,
osm-5377076421-9019122232-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,41.788,Jalan Salemba Raya,primary,713583502,5377076421,9019122232,0,250,0.75,0.05,coarse-modis-250m,216985.411,0.964147,0.964147,0.0,0.0,0.0,negative,moderate,
osm-5377076423-5377076421-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,56.823,Jalan Kramat Raya,primary,713583502|713583503,5377076423,5377076421,0,250,0.75,0.05,coarse-modis-250m,224507.524,0.965289,0.965289,0.0,0.0,0.0,negative,moderate,
osm-5377076552-9708579924-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,109.547,Jalan Salemba Raya,primary,28715955,5377076552,9708579924,0,250,0.75,0.05,coarse-modis-250m,250866.731,0.96833,0.96833,0.0,0.0,0.0,negative,moderate,
osm-5377076560-315198778-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,24.222,Jalan Salemba Raya,primary,830698409,5377076560,315198778,0,250,0.75,0.05,coarse-modis-250m,208196.268,0.96278,0.96278,0.0,0.0,0.0,negative,moderate,
osm-5377151799-6315603275-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,6.482,Jalan Kramat Kwitang,primary,28216524,5377151799,6315603275,0,250,0.75,0.05,coarse-modis-250m,199321.246,0.961321,0.961321,0.0,0.0,0.0,negative,moderate,
osm-5377177680-9019104733-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,55.794,Jalan Penjernihan 1,primary,169300294,5377177680,9019104733,0,250,0.75,0.05,coarse-modis-250m,223982.301,0.964994,0.964994,0.0,0.0,0.0,negative,moderate,
osm-5377177693-6320275018-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,10.467,Jalan Penjernihan 1,primary,28779908,5377177693,6320275018,0,250,0.75,0.05,coarse-modis-250m,201314.895,0.961739,0.961739,0.0,0.0,0.0,negative,moderate,
osm-5377178522-5377178527-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,44.554,Jalan Penjernihan 1,primary,768031660,5377178522,5377178527,0,250,0.75,0.05,coarse-modis-250m,218369.054,0.964431,0.964431,0.0,0.0,0.0,negative,moderate,
osm-5377178527-5669078465-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,10.185,Jalan Penjernihan 1,primary,768031660,5377178527,5669078465,0,250,0.75,0.05,coarse-modis-250m,201173.716,0.961702,0.961702,0.0,0.0,0.0,negative,moderate,
osm-5377313966-7192466992-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,44.347,Unnamed OSM road,residential,557560277,5377313966,7192466992,0,250,0.75,0.05,coarse-modis-250m,218265.725,0.964391,0.964391,0.0,0.0,0.0,negative,moderate,
osm-5377313967-5377313966-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,59.832,Unnamed OSM road,residential,557560277,5377313967,5377313966,0,250,0.75,0.05,coarse-modis-250m,226012.152,0.965452,0.965452,0.0,0.0,0.0,negative,moderate,
osm-5377313968-13913580148-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,27.115,Unnamed OSM road,service,1526635905,5377313968,13913580148,0,250,0.75,0.05,coarse-modis-250m,209616.015,0.963945,0.963945,0.0,0.0,0.0,negative,moderate,
osm-5377313978-5377313968-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,31.982,Unnamed OSM road,service,1526635910,5377313978,5377313968,0,250,0.75,0.05,coarse-modis-250m,212079.058,0.963433,0.963433,0.0,0.0,0.0,negative,moderate,
osm-5379663307-5379667458-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,29.681,Jalan Yos Sudarso,trunk,496592226,5379663307,5379667458,0,250,0.75,0.05,coarse-modis-250m,210932.423,0.964157,0.964157,0.0,0.0,0.0,negative,moderate,
osm-5379667162-12799849299-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,39.96,Jalan Yos Sudarso,trunk,496592226,5379667162,12799849299,0,250,0.75,0.05,coarse-modis-250m,216070.824,0.96404,0.96404,0.0,0.0,0.0,negative,moderate,
osm-5379667437-7131381422-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,85.36,Jalan Yos Sudarso,trunk,781727135,5379667437,7131381422,0,250,0.75,0.05,coarse-modis-250m,238784.938,0.966964,0.966964,0.0,0.0,0.0,negative,moderate,
osm-5379667449-7697810036-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,33.332,Jalan Yos Sudarso,trunk,496592226,5379667449,7697810036,0,250,0.75,0.05,coarse-modis-250m,212754.762,0.963584,0.963584,0.0,0.0,0.0,negative,moderate,
osm-5379667458-5379667449-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,28.088,Jalan Yos Sudarso,trunk,496592226,5379667458,5379667449,0,250,0.75,0.05,coarse-modis-250m,210130.954,0.96314,0.96314,0.0,0.0,0.0,negative,moderate,
osm-5379667472-10788400699-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,16.849,Jalan Yos Sudarso,trunk,496592226,5379667472,10788400699,0,250,0.75,0.05,coarse-modis-250m,204507.914,0.962261,0.962261,0.0,0.0,0.0,negative,moderate,
osm-5379667478-5379663307-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,53.639,Jalan Yos Sudarso,trunk,496592226,5379667478,5379663307,0,250,0.75,0.05,coarse-modis-250m,222914.507,0.965018,0.965018,0.0,0.0,0.0,negative,moderate,
osm-5379767874-10654460939-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,108.786,Jalan Boulevard Barat,secondary,759685195,5379767874,10654460939,0,250,0.75,0.05,coarse-modis-250m,250499.804,0.968306,0.968306,0.0,0.0,0.0,negative,moderate,
osm-5379767891-5380146201-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,38.796,Jalan Putri Pelangi,residential,519894258,5379767891,5380146201,0,250,0.75,0.05,coarse-modis-250m,215488.162,0.963882,0.963882,0.0,0.0,0.0,negative,moderate,
osm-5379768929-6434967979-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,45.58,Jalan Pulau Putri,residential,279455518,5379768929,6434967979,0,250,0.75,0.05,coarse-modis-250m,218687.623,0.964049,0.964049,0.0,0.0,0.0,negative,moderate,
osm-5379768936-13030921684-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,46.21,Unnamed OSM road,residential,1417995174,5379768936,13030921684,0,250,0.75,0.05,coarse-modis-250m,219186.147,0.964563,0.964563,0.0,0.0,0.0,negative,moderate,
osm-5379768936-13030921685-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,47.542,Jalan Pulau Putri,residential,1312175635|1417995173,5379768936,13030921685,0,250,0.75,0.05,coarse-modis-250m,219783.703,0.965287,0.965287,0.0,0.0,0.0,negative,moderate,
osm-5379777249-4982201717-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,19.681,Jalan Mangga Dua Dalam,tertiary,508913824,5379777249,4982201717,0,250,0.75,0.05,coarse-modis-250m,205927.284,0.963161,0.963161,0.0,0.0,0.0,negative,moderate,
osm-5379957272-9064994805-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,29.863,Jalan Otto Iskandar Dinata,primary,28765421,5379957272,9064994805,0,250,0.75,0.05,coarse-modis-250m,211018.86,0.963208,0.963208,0.0,0.0,0.0,negative,moderate,
osm-5379957279-8520330753-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,40.17,Jalan Cipinang Cempedak I,tertiary,98090600,5379957279,8520330753,0,250,0.75,0.05,coarse-modis-250m,216175.689,0.964384,0.964384,0.0,0.0,0.0,negative,moderate,
osm-5379957290-13734985443-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,4.048,Jalan Cipinang Cempedak I,tertiary,688635244,5379957290,13734985443,0,250,0.75,0.05,coarse-modis-250m,198103.35,0.961168,0.961168,0.0,0.0,0.0,negative,moderate,
osm-5379989630-4815227762-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,52.197,Jalan Pulolio,tertiary,489260903,5379989630,4815227762,0,250,0.75,0.05,coarse-modis-250m,222182.921,0.964884,0.964884,0.0,0.0,0.0,negative,moderate,
osm-5379989631-1362598310-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,46.893,Jalan Pulolio,tertiary,1242611535,5379989631,1362598310,0,250,0.75,0.05,coarse-modis-250m,219507.645,0.964894,0.964894,0.0,0.0,0.0,negative,moderate,
osm-5379992807-9015877327-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,15.682,Jalan Denpasar Raya,tertiary,28194353,5379992807,9015877327,0,250,0.75,0.05,coarse-modis-250m,203924.134,0.960026,0.960026,0.0,0.0,0.0,negative,moderate,
osm-5380055271-1417312748-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,42.649,Jalan Perintis Kemerdekaan,trunk,427815402,5380055271,1417312748,0,250,0.75,0.05,coarse-modis-250m,217416.187,0.96405,0.96405,0.0,0.0,0.0,negative,moderate,
osm-5380068218-9497883594-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,40.206,Jalan Jenderal Ahmad Yani,trunk,689877064,5380068218,9497883594,0,250,0.75,0.05,coarse-modis-250m,216193.767,0.963986,0.963986,0.0,0.0,0.0,negative,moderate,
osm-5380068236-5380068242-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,28.761,Jalan Letnan Jenderal Suprapto,primary,492988997,5380068236,5380068242,0,250,0.75,0.05,coarse-modis-250m,210467.476,0.963089,0.963089,0.0,0.0,0.0,negative,moderate,
osm-5380068242-4849427423-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,46.426,Jalan Letnan Jenderal Suprapto,primary,492988997,5380068242,4849427423,0,250,0.75,0.05,coarse-modis-250m,219305.899,0.964444,0.964444,0.0,0.0,0.0,negative,moderate,
osm-5380113830-6490074722-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,77.528,Jalan Pemuda,primary,722419938,5380113830,6490074722,0,250,0.75,0.05,coarse-modis-250m,234866.667,0.965895,0.965895,0.0,0.0,0.0,negative,moderate,
osm-5380113845-329975510-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,60.463,Jalan Pemuda,primary,722419938,5380113845,329975510,0,250,0.75,0.05,coarse-modis-250m,226329.443,0.96615,0.96615,0.0,0.0,0.0,negative,moderate,
osm-5380146177-5379767891-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,49.134,Jalan Putri Pelangi,residential,519894258,5380146177,5379767891,0,250,0.75,0.05,coarse-modis-250m,220660.61,0.964764,0.964764,0.0,0.0,0.0,negative,moderate,
osm-5380146201-5068494261-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,15.52,Jalan Putri Pelangi,residential,519894258,5380146201,5068494261,0,250,0.75,0.05,coarse-modis-250m,203843.105,0.962134,0.962134,0.0,0.0,0.0,negative,moderate,
osm-5380146210-5068494260-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,126.603,Jalan Pulau Dana,residential,557920798,5380146210,5068494260,0,250,0.75,0.05,coarse-modis-250m,259419.23,0.969248,0.969248,0.0,0.0,0.0,negative,moderate,
osm-5380240426-317182368-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,24.851,Jalan K. Haji Abdul Syafi'ie,primary,689649453,5380240426,317182368,0,250,0.75,0.05,coarse-modis-250m,208511.376,0.962911,0.962911,0.0,0.0,0.0,negative,moderate,
osm-5380240433-5380240426-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,29.93,Jalan K. Haji Abdul Syafi'ie,primary,689649453,5380240433,5380240426,0,250,0.75,0.05,coarse-modis-250m,211052.775,0.963669,0.963669,0.0,0.0,0.0,negative,moderate,
osm-5380240456-320021668-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,2.164,Jalan K. Haji Abdul Syafi'ie,primary,28850223,5380240456,320021668,0,250,0.75,0.05,coarse-modis-250m,197160.808,0.961047,0.961047,0.0,0.0,0.0,negative,moderate,
osm-5388212558-7137820748-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,518.476,Jalan Perintis Kemerdekaan,trunk,458897448|568063273|427815398,5388212558,7137820748,0,250,0.75,0.05,coarse-modis-250m,455035.161,0.980493,0.980493,0.0,0.0,0.0,negative,moderate,
osm-5388328959-8509512970-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,16.318,Jalan Denpasar Raya,tertiary,28194353,5388328959,8509512970,0,250,0.75,0.05,coarse-modis-250m,204242.325,0.962116,0.962116,0.0,0.0,0.0,negative,moderate,
osm-5388329052-5806359018-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,80.021,Jalan Profesor Doktor Satrio,primary,613723908,5388329052,5806359018,0,250,0.75,0.05,coarse-modis-250m,236113.913,0.553465,0.553465,0.0,0.0,0.0,unknown,excluded,insufficient_source_coverage
osm-5388382567-9504567886-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,52.714,Jalan D. I. Panjaitan,trunk,687317710,5388382567,9504567886,0,250,0.75,0.05,coarse-modis-250m,222170.084,0.966612,0.966612,0.0,0.0,0.0,negative,moderate,
osm-5391402284-1133807089-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,35.747,Jalan Cipinang Indah Raya,tertiary,737508241,5391402284,1133807089,0,250,0.75,0.05,coarse-modis-250m,213962.646,0.963712,0.963712,0.0,0.0,0.0,negative,moderate,
osm-5391413717-316170709-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,9.94,Jalan Matraman,primary,751712039,5391413717,316170709,0,250,0.75,0.05,coarse-modis-250m,201051.461,0.961683,0.961683,0.0,0.0,0.0,negative,moderate,
osm-5408975256-5408975257-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,18.283,Jalan Dokter Suratmo,secondary,560880228,5408975256,5408975257,0,250,0.75,0.05,coarse-modis-250m,205223.454,0.962325,0.962325,0.0,0.0,0.0,negative,moderate,
osm-5408975257-9694871645-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,14.016,Jalan Gunung Sahari Raya,primary,634085906,5408975257,9694871645,0,250,0.75,0.05,coarse-modis-250m,203090.497,0.962047,0.962047,0.0,0.0,0.0,negative,moderate,
osm-5421851682-5489964735-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,33.603,Jalan Bekasi Raya,trunk,562396728|1242664245|764298933,5421851682,5489964735,0,250,0.75,0.05,coarse-modis-250m,212889.495,0.963665,0.963665,0.0,0.0,0.0,negative,moderate,
osm-5425990246-7576918597-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,15.112,Jalan Yos Sudarso,trunk,1190316860,5425990246,7576918597,0,250,0.75,0.05,coarse-modis-250m,203638.819,0.962392,0.962392,0.0,0.0,0.0,negative,moderate,
osm-5425990246-7576934780-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,71.964,Jalan Yos Sudarso,trunk,496592226,5425990246,7576934780,0,250,0.75,0.05,coarse-modis-250m,232082.583,0.966202,0.966202,0.0,0.0,0.0,negative,moderate,
osm-5436662071-12718674420-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,44.286,Jalan Mitra Sunter Boulevard,secondary,453477916,5436662071,12718674420,0,250,0.75,0.05,coarse-modis-250m,218234.861,0.964271,0.964271,0.0,0.0,0.0,negative,moderate,
osm-5459048224-124093320-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,65.208,Jalan Salemba Raya,primary,699651422,5459048224,124093320,0,250,0.75,0.05,coarse-modis-250m,228702.066,0.966116,0.966116,0.0,0.0,0.0,negative,moderate,
osm-5459161492-324276002-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,128.529,Jalan Perintis Kemerdekaan,trunk,1458289883,5459161492,324276002,0,250,0.75,0.05,coarse-modis-250m,260382.738,0.969347,0.969347,0.0,0.0,0.0,negative,moderate,
osm-5459235880-13639648351-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,3.051,Jalan Penjernihan 1,primary,28779908,5459235880,13639648351,0,250,0.75,0.05,coarse-modis-250m,197604.714,0.961169,0.961169,0.0,0.0,0.0,negative,moderate,
osm-5466187936-2415521692-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,92.704,Jalan Yos Sudarso,trunk,508942939,5466187936,2415521692,0,250,0.75,0.05,coarse-modis-250m,242450.67,0.967437,0.967437,0.0,0.0,0.0,negative,moderate,
osm-5487632874-1342878998-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,77.617,Jalan Bekasi Raya,trunk,764238034,5487632874,1342878998,0,250,0.75,0.05,coarse-modis-250m,234906.798,0.96649,0.96649,0.0,0.0,0.0,negative,moderate,
osm-5487633143-7045010187-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,55.035,Jalan Dokter KRT Radjiman Widyodiningrat,primary,489977113|690355148|489977117,5487633143,7045010187,0,250,0.75,0.05,coarse-modis-250m,223604.292,0.965311,0.965311,0.0,0.0,0.0,negative,moderate,
osm-5487633251-5639226152-0,DFO_3251_From_20080102_to_20080106,2008-01-02,2008-01-06,pilot_centroid,moderate,17.519,Jalan Dokter KRT Radjiman Widyodiningrat,primary,489977117,5487633251,5639226152,0,250,0.75,0.05,coarse-modis-250m,204843.291,0.962256,0.962256,0.0,0.0,0.0,negative,moderate,
